CustomerID,SegmentID,SegmentName,Country,Recency,Frequency,MonetaryValue,TotalItems,UniqueProducts,AverageOrderValue,AverageItemsPerOrder,CustomerLifetimeDays
15797,1,Developing / Moderate,United Kingdom,114,6,2821.08,1281,12,470.18,213.5,568
15798,1,Developing / Moderate,United Kingdom,493,3,1535.37,915,73,511.79,305.0,189
15799,1,Developing / Moderate,United Kingdom,76,4,1421.34,1341,143,355.33,335.25,343
15800,2,Recent High-Activity,United Kingdom,108,7,1227.07,575,198,175.3,82.14,511
15801,1,Developing / Moderate,United Kingdom,47,3,1063.95,570,61,354.65,190.0,63
15802,0,Inactive Low-Activity,United Kingdom,143,1,451.42,1,1,451.42,1.0,0
15803,1,Developing / Moderate,United Kingdom,52,4,1929.66,1030,48,482.42,257.5,625
15804,2,Recent High-Activity,United Kingdom,1,13,4206.39,2565,170,323.57,197.31,198
15805,2,Recent High-Activity,United Kingdom,24,30,10148.93,6205,337,338.3,206.83,706
15806,1,Developing / Moderate,United Kingdom,47,3,784.58,602,24,261.53,200.67,230
15807,2,Recent High-Activity,United Kingdom,51,5,1817.52,1532,85,363.5,306.4,616
15808,2,Recent High-Activity,United Kingdom,307,21,17180.25,6753,348,818.11,321.57,432
15809,1,Developing / Moderate,United Kingdom,37,7,1274.44,700,51,182.06,100.0,499
15810,2,Recent High-Activity,United Kingdom,79,8,2999.04,1653,89,374.88,206.62,595
15811,2,Recent High-Activity,United Kingdom,23,7,3486.15,1781,205,498.02,254.43,366
15812,2,Recent High-Activity,United Kingdom,108,12,5201.47,3450,87,433.46,287.5,617
15813,1,Developing / Moderate,United Kingdom,208,2,1303.91,603,40,651.95,301.5,32
15814,2,Recent High-Activity,United Kingdom,17,6,2634.44,1728,83,439.07,288.0,587
15815,1,Developing / Moderate,United Kingdom,64,5,2100.6,1856,33,420.12,371.2,196
15816,0,Inactive Low-Activity,United Kingdom,543,2,144.15,54,11,72.07,27.0,0
15817,1,Developing / Moderate,United Kingdom,421,3,2766.4,1596,133,922.13,532.0,123
15818,0,Inactive Low-Activity,United Kingdom,589,1,340.5,284,11,340.5,284.0,0
15819,2,Recent High-Activity,United Kingdom,50,10,3934.79,2928,182,393.48,292.8,582
15820,0,Inactive Low-Activity,United Kingdom,320,1,206.98,128,17,206.98,128.0,0
15821,1,Developing / Moderate,United Kingdom,45,2,570.96,202,57,285.48,101.0,17
15822,2,Recent High-Activity,United Kingdom,4,6,1840.06,950,46,306.68,158.33,730
15823,1,Developing / Moderate,United Kingdom,373,3,3882.17,1774,155,1294.06,591.33,359
15824,0,Inactive Low-Activity,United Kingdom,454,2,890.94,478,24,445.47,239.0,79
15825,0,Inactive Low-Activity,United Kingdom,173,1,532.94,220,20,532.94,220.0,0
15826,1,Developing / Moderate,United Kingdom,57,4,2598.28,1824,100,649.57,456.0,512
15827,2,Recent High-Activity,United Kingdom,74,28,3603.14,1715,124,128.68,61.25,627
15828,0,Inactive Low-Activity,United Kingdom,376,1,1108.82,367,74,1108.82,367.0,0
15829,1,Developing / Moderate,United Kingdom,100,2,636.14,996,44,318.07,498.0,41
15830,1,Developing / Moderate,United Kingdom,38,1,576.0,415,39,576.0,415.0,0
15831,1,Developing / Moderate,United Kingdom,59,3,794.64,1092,63,264.88,364.0,266
15832,0,Inactive Low-Activity,United Kingdom,255,1,836.79,465,54,836.79,465.0,0
15833,0,Inactive Low-Activity,United Kingdom,738,1,80.4,24,5,80.4,24.0,0
15834,2,Recent High-Activity,United Kingdom,71,7,3764.39,1815,333,537.77,259.29,354
15835,1,Developing / Moderate,United Kingdom,45,4,954.09,439,47,238.52,109.75,286
15836,0,Inactive Low-Activity,United Kingdom,51,1,137.37,26,10,137.37,26.0,0
15837,1,Developing / Moderate,United Kingdom,65,2,777.01,405,52,388.5,202.5,421
15838,2,Recent High-Activity,United Kingdom,12,34,73205.5,64114,61,2153.1,1885.71,713
15839,1,Developing / Moderate,United Kingdom,34,3,1048.49,675,56,349.5,225.0,115
15840,1,Developing / Moderate,United Kingdom,59,2,355.56,396,26,177.78,198.0,114
15841,2,Recent High-Activity,United Kingdom,73,9,2742.41,2391,60,304.71,265.67,657
15842,0,Inactive Low-Activity,United Kingdom,394,2,548.8,296,24,274.4,148.0,134
15843,0,Inactive Low-Activity,United Kingdom,304,1,118.95,27,8,118.95,27.0,0
15844,0,Inactive Low-Activity,United Kingdom,47,1,130.74,134,11,130.74,134.0,0
15845,2,Recent High-Activity,United Kingdom,18,11,4426.28,2128,129,402.39,193.45,665
15846,0,Inactive Low-Activity,United Kingdom,386,1,107.01,79,27,107.01,79.0,0
15847,1,Developing / Moderate,United Kingdom,39,5,822.57,643,39,164.51,128.6,603
15848,0,Inactive Low-Activity,United Kingdom,622,1,137.99,45,34,137.99,45.0,0
15850,2,Recent High-Activity,United Kingdom,20,6,1006.75,1334,269,167.79,222.33,707
15851,0,Inactive Low-Activity,United Kingdom,527,1,109.73,67,8,109.73,67.0,0
15852,1,Developing / Moderate,United Kingdom,187,3,257.26,60,31,85.75,20.0,340
15853,0,Inactive Low-Activity,United Kingdom,52,1,110.8,135,29,110.8,135.0,0
15854,2,Recent High-Activity,United Kingdom,5,21,5578.28,1691,168,265.63,80.52,725
15855,1,Developing / Moderate,United Kingdom,137,6,1052.72,712,72,175.45,118.67,340
15856,2,Recent High-Activity,United Kingdom,5,52,32275.95,19550,384,620.69,375.96,732
15857,1,Developing / Moderate,United Kingdom,19,2,570.48,584,21,285.24,292.0,412
15858,2,Recent High-Activity,United Kingdom,16,13,3552.41,2715,273,273.26,208.85,714
15859,0,Inactive Low-Activity,United Kingdom,433,1,438.46,174,22,438.46,174.0,0
15860,2,Recent High-Activity,United Kingdom,41,17,2361.3,1259,249,138.9,74.06,693
15861,2,Recent High-Activity,United Kingdom,13,12,4369.2,3837,452,364.1,319.75,668
15862,2,Recent High-Activity,United Kingdom,9,13,2512.29,1520,417,193.25,116.92,714
15863,1,Developing / Moderate,United Kingdom,26,5,355.1,162,74,71.02,32.4,697
15864,1,Developing / Moderate,United Kingdom,23,7,2180.76,1486,18,311.54,212.29,359
15865,2,Recent High-Activity,United Kingdom,41,5,2241.42,1141,119,448.28,228.2,663
15866,0,Inactive Low-Activity,United Kingdom,102,1,211.89,124,43,211.89,124.0,0
15867,2,Recent High-Activity,United Kingdom,6,31,8923.3,5067,547,287.85,163.45,720
15868,0,Inactive Low-Activity,United Kingdom,584,1,94.53,57,4,94.53,57.0,0
15869,1,Developing / Moderate,United Kingdom,278,3,321.11,273,29,107.04,91.0,349
15870,1,Developing / Moderate,United Kingdom,33,4,857.46,504,127,214.37,126.0,414
15871,0,Inactive Low-Activity,United Kingdom,438,1,33.1,5,5,33.1,5.0,0
15872,1,Developing / Moderate,United Kingdom,15,4,729.25,467,164,182.31,116.75,536
15873,0,Inactive Low-Activity,United Kingdom,500,4,313.92,1152,3,78.48,288.0,1
15874,2,Recent High-Activity,United Kingdom,64,21,11284.76,5102,262,537.37,242.95,638
15875,0,Inactive Low-Activity,United Kingdom,647,1,108.52,74,18,108.52,74.0,0
15876,0,Inactive Low-Activity,United Kingdom,410,2,1449.14,886,11,724.57,443.0,39
15877,1,Developing / Moderate,United Kingdom,2,2,490.33,368,122,245.16,184.0,16
15878,0,Inactive Low-Activity,United Kingdom,562,2,330.77,243,47,165.38,121.5,172
15879,1,Developing / Moderate,United Kingdom,405,4,1137.8,639,171,284.45,159.75,318
15880,0,Inactive Low-Activity,United Kingdom,370,1,329.03,202,95,329.03,202.0,0
15881,0,Inactive Low-Activity,United Kingdom,313,5,501.39,260,26,100.28,52.0,52
15882,1,Developing / Moderate,United Kingdom,199,8,1124.66,650,49,140.58,81.25,531
15883,1,Developing / Moderate,United Kingdom,3,2,396.48,223,42,198.24,111.5,31
15884,0,Inactive Low-Activity,United Kingdom,433,2,244.6,152,14,122.3,76.0,304
15885,2,Recent High-Activity,United Kingdom,93,15,1951.82,622,83,130.12,41.47,595
15886,1,Developing / Moderate,United Kingdom,61,4,1052.87,667,58,263.22,166.75,538
15887,0,Inactive Low-Activity,United Kingdom,407,3,1027.15,605,27,342.38,201.67,149
15888,1,Developing / Moderate,United Kingdom,81,3,429.16,139,33,143.05,46.33,446
15889,2,Recent High-Activity,United Kingdom,157,8,1427.6,800,256,178.45,100.0,573
15890,0,Inactive Low-Activity,United Kingdom,395,5,535.65,119,10,107.13,23.8,210
15891,0,Inactive Low-Activity,United Kingdom,227,1,511.68,418,60,511.68,418.0,0
15892,0,Inactive Low-Activity,United Kingdom,670,1,128.2,46,38,128.2,46.0,0
15893,0,Inactive Low-Activity,United Kingdom,482,1,305.28,288,1,305.28,288.0,0
15894,0,Inactive Low-Activity,United Kingdom,254,2,258.25,164,35,129.12,82.0,116
15895,0,Inactive Low-Activity,United Kingdom,150,1,179.17,94,11,179.17,94.0,0
15897,0,Inactive Low-Activity,United Kingdom,195,2,208.59,223,17,104.3,111.5,0
15898,2,Recent High-Activity,United Kingdom,2,25,4996.45,2160,281,199.86,86.4,727
15899,0,Inactive Low-Activity,United Kingdom,369,1,56.25,39,4,56.25,39.0,0
15900,1,Developing / Moderate,United Kingdom,24,4,886.57,656,100,221.64,164.0,539
15901,2,Recent High-Activity,United Kingdom,17,7,687.72,695,145,98.25,99.29,527
15902,0,Inactive Low-Activity,United Kingdom,381,1,145.01,124,18,145.01,124.0,0
15903,2,Recent High-Activity,United Kingdom,10,12,8939.84,3926,58,744.99,327.17,685
15904,0,Inactive Low-Activity,United Kingdom,9,1,164.68,84,30,164.68,84.0,0
15905,0,Inactive Low-Activity,United Kingdom,544,1,114.69,82,22,114.69,82.0,0
15906,2,Recent High-Activity,United Kingdom,20,10,2530.19,749,143,253.02,74.9,431
15907,1,Developing / Moderate,United Kingdom,4,3,882.72,478,175,294.24,159.33,207
15908,0,Inactive Low-Activity,United Kingdom,491,2,758.62,173,37,379.31,86.5,22
15909,0,Inactive Low-Activity,United Kingdom,174,1,191.94,98,7,191.94,98.0,0
15910,2,Recent High-Activity,United Kingdom,1,15,2661.17,2158,394,177.41,143.87,687
15911,1,Developing / Moderate,United Kingdom,624,8,1700.24,810,162,212.53,101.25,107
15912,2,Recent High-Activity,United Kingdom,179,9,1074.7,759,83,119.41,84.33,551
15913,0,Inactive Low-Activity,United Kingdom,535,1,6.3,3,1,6.3,3.0,0
15914,0,Inactive Low-Activity,United Kingdom,379,2,205.99,149,13,103.0,74.5,0
15915,0,Inactive Low-Activity,United Kingdom,402,1,364.45,414,105,364.45,414.0,0
15916,2,Recent High-Activity,United Kingdom,17,13,3145.24,1618,227,241.94,124.46,713
15917,1,Developing / Moderate,United Kingdom,248,5,530.17,248,127,106.03,49.6,490
15918,1,Developing / Moderate,United Kingdom,191,3,582.88,240,49,194.29,80.0,441
15919,1,Developing / Moderate,United Kingdom,20,2,525.69,385,103,262.85,192.5,349
15920,1,Developing / Moderate,United Kingdom,155,9,569.14,238,93,63.24,26.44,571
15921,1,Developing / Moderate,United Kingdom,173,4,775.26,335,69,193.81,83.75,468
15922,0,Inactive Low-Activity,United Kingdom,374,1,369.5,138,11,369.5,138.0,0
15923,0,Inactive Low-Activity,United Kingdom,373,1,127.08,122,21,127.08,122.0,0
15924,0,Inactive Low-Activity,United Kingdom,732,1,102.82,103,14,102.82,103.0,0
15925,0,Inactive Low-Activity,United Kingdom,195,1,207.15,93,12,207.15,93.0,0
15926,0,Inactive Low-Activity,United Kingdom,543,1,134.44,155,7,134.44,155.0,0
15927,0,Inactive Low-Activity,United Kingdom,648,1,106.54,66,13,106.54,66.0,0
15928,0,Inactive Low-Activity,United Kingdom,657,1,293.53,164,11,293.53,164.0,0
15929,0,Inactive Low-Activity,United Kingdom,645,1,594.0,120,1,594.0,120.0,0
15930,0,Inactive Low-Activity,United Kingdom,68,1,426.63,139,21,426.63,139.0,0
15931,0,Inactive Low-Activity,United Kingdom,429,1,239.9,118,14,239.9,118.0,0
15932,1,Developing / Moderate,United Kingdom,5,8,2495.87,2325,93,311.98,290.62,285
15933,1,Developing / Moderate,United Kingdom,22,3,1107.46,885,63,369.15,295.0,65
15934,0,Inactive Low-Activity,United Kingdom,418,2,2190.66,2166,29,1095.33,1083.0,12
15935,0,Inactive Low-Activity,United Kingdom,240,2,416.86,115,12,208.43,57.5,2
15936,0,Inactive Low-Activity,United Kingdom,380,2,282.79,211,16,141.4,105.5,88
15937,0,Inactive Low-Activity,United Kingdom,65,1,145.35,73,7,145.35,73.0,0
15938,1,Developing / Moderate,United Kingdom,113,9,734.81,449,27,81.65,49.89,444
15939,2,Recent High-Activity,United Kingdom,90,16,9060.39,6260,52,566.27,391.25,285
15940,0,Inactive Low-Activity,United Kingdom,312,1,35.8,4,1,35.8,4.0,0
15941,0,Inactive Low-Activity,United Kingdom,638,1,405.0,60,6,405.0,60.0,0
15942,0,Inactive Low-Activity,United Kingdom,134,1,337.44,232,14,337.44,232.0,0
15943,0,Inactive Low-Activity,United Kingdom,650,2,271.29,183,12,135.64,91.5,28
15944,1,Developing / Moderate,United Kingdom,277,4,2164.24,859,25,541.06,214.75,450
15945,1,Developing / Moderate,United Kingdom,366,4,646.27,345,24,161.57,86.25,373
15946,0,Inactive Low-Activity,United Kingdom,503,3,2304.18,1614,25,768.06,538.0,131
15947,1,Developing / Moderate,United Kingdom,83,1,1708.24,898,29,1708.24,898.0,0
15948,1,Developing / Moderate,United Kingdom,9,3,1509.09,852,63,503.03,284.0,416
15949,1,Developing / Moderate,United Kingdom,17,2,364.72,284,12,182.36,142.0,55
15950,2,Recent High-Activity,United Kingdom,32,10,7120.91,3354,225,712.09,335.4,651
15951,1,Developing / Moderate,United Kingdom,9,3,1013.17,420,44,337.72,140.0,373
15952,1,Developing / Moderate,United Kingdom,34,4,781.91,391,65,195.48,97.75,192
15953,2,Recent High-Activity,United Kingdom,16,18,3440.34,1741,102,191.13,96.72,721
15954,0,Inactive Low-Activity,United Kingdom,590,1,190.75,119,20,190.75,119.0,0
15955,2,Recent High-Activity,United Kingdom,25,22,8085.98,3967,222,367.54,180.32,630
15956,0,Inactive Low-Activity,United Kingdom,552,2,617.6,278,18,308.8,139.0,175
15957,1,Developing / Moderate,United Kingdom,32,3,921.25,453,121,307.08,151.0,389
15958,1,Developing / Moderate,United Kingdom,75,4,462.12,154,50,115.53,38.5,476
15959,0,Inactive Low-Activity,United Kingdom,683,3,542.89,269,58,180.96,89.67,0
15960,0,Inactive Low-Activity,United Kingdom,375,4,410.95,258,24,102.74,64.5,61
15961,0,Inactive Low-Activity,United Kingdom,380,1,451.29,154,42,451.29,154.0,0
15962,0,Inactive Low-Activity,United Kingdom,450,1,289.48,228,43,289.48,228.0,0
15963,1,Developing / Moderate,United Kingdom,20,2,470.76,298,26,235.38,149.0,26
15964,0,Inactive Low-Activity,United Kingdom,664,1,269.21,93,20,269.21,93.0,0
15965,2,Recent High-Activity,United Kingdom,18,13,2771.94,1313,202,213.23,101.0,719
15966,0,Inactive Low-Activity,United Kingdom,451,1,426.53,275,27,426.53,275.0,0
15967,2,Recent High-Activity,United Kingdom,24,12,2966.0,1183,316,247.17,98.58,715
15968,0,Inactive Low-Activity,United Kingdom,389,1,404.55,247,70,404.55,247.0,0
15969,1,Developing / Moderate,United Kingdom,3,5,1127.05,223,31,225.41,44.6,520
15970,1,Developing / Moderate,United Kingdom,304,2,1017.32,498,19,508.66,249.0,295
15971,2,Recent High-Activity,United Kingdom,18,18,5902.83,2251,12,327.94,125.06,714
15972,1,Developing / Moderate,United Kingdom,457,5,1769.33,468,104,353.87,93.6,144
15973,0,Inactive Low-Activity,United Kingdom,367,3,680.62,195,8,226.87,65.0,63
15974,1,Developing / Moderate,United Kingdom,40,7,3442.15,2262,141,491.74,323.14,249
15975,0,Inactive Low-Activity,United Kingdom,85,1,371.01,243,24,371.01,243.0,0
15976,2,Recent High-Activity,United Kingdom,166,6,1694.41,1053,265,282.4,175.5,386
15977,1,Developing / Moderate,United Kingdom,18,2,1054.73,1016,48,527.37,508.0,22
15978,1,Developing / Moderate,United Kingdom,78,3,3279.42,2444,107,1093.14,814.67,567
15979,0,Inactive Low-Activity,United Kingdom,603,1,329.22,450,22,329.22,450.0,0
15980,2,Recent High-Activity,United Kingdom,89,7,6543.68,4822,101,934.81,688.86,468
15981,2,Recent High-Activity,United Kingdom,25,21,9362.77,4827,151,445.85,229.86,596
15982,0,Inactive Low-Activity,United Kingdom,606,1,324.51,131,45,324.51,131.0,0
15983,2,Recent High-Activity,United Kingdom,23,8,3110.37,1872,137,388.8,234.0,711
15984,2,Recent High-Activity,United Kingdom,3,30,8393.02,5730,458,279.77,191.0,736
15985,1,Developing / Moderate,United Kingdom,124,7,2715.28,2750,50,387.9,392.86,438
15986,1,Developing / Moderate,United Kingdom,31,2,354.42,368,25,177.21,184.0,351
15987,2,Recent High-Activity,United Kingdom,13,8,1535.99,1599,143,192.0,199.88,367
15988,1,Developing / Moderate,United Kingdom,20,3,738.89,476,114,246.3,158.67,637
15989,1,Developing / Moderate,United Kingdom,376,2,368.31,169,81,184.16,84.5,362
15990,2,Recent High-Activity,United Kingdom,45,7,1997.75,1086,117,285.39,155.14,605
15991,0,Inactive Low-Activity,United Kingdom,535,1,150.55,41,6,150.55,41.0,0
15992,1,Developing / Moderate,United Kingdom,4,3,896.6,514,53,298.87,171.33,450
15993,1,Developing / Moderate,United Kingdom,9,7,2777.67,2037,335,396.81,291.0,36
15994,1,Developing / Moderate,United Kingdom,55,3,1175.68,462,93,391.89,154.0,581
15995,0,Inactive Low-Activity,United Kingdom,415,1,694.54,352,108,694.54,352.0,0
15996,1,Developing / Moderate,United Kingdom,89,7,1386.4,643,140,198.06,91.86,309
15998,2,Recent High-Activity,United Kingdom,37,16,8274.14,5350,682,517.13,334.38,702
15999,0,Inactive Low-Activity,United Kingdom,736,1,20.4,24,1,20.4,24.0,0
16000,1,Developing / Moderate,United Kingdom,3,3,12393.7,5110,9,4131.23,1703.33,0
16001,0,Inactive Low-Activity,United Kingdom,382,1,583.39,337,29,583.39,337.0,0
16002,0,Inactive Low-Activity,United Kingdom,626,1,169.21,70,42,169.21,70.0,0
16003,2,Recent High-Activity,United Kingdom,30,10,5613.83,2210,146,561.38,221.0,707
16004,1,Developing / Moderate,United Kingdom,475,5,2146.39,1076,63,429.28,215.2,209
16005,2,Recent High-Activity,United Kingdom,13,10,2365.49,1269,315,236.55,126.9,438
16006,1,Developing / Moderate,United Kingdom,212,2,332.82,205,75,166.41,102.5,176
16007,2,Recent High-Activity,United Kingdom,48,7,3053.06,2631,337,436.15,375.86,496
16008,2,Recent High-Activity,United Kingdom,24,15,5339.13,3237,63,355.94,215.8,607
16009,1,Developing / Moderate,United Kingdom,23,4,972.11,366,68,243.03,91.5,137
16010,1,Developing / Moderate,United Kingdom,246,11,1694.86,919,122,154.08,83.55,166
16011,2,Recent High-Activity,United Kingdom,9,29,5601.01,3323,181,193.14,114.59,730
16012,2,Recent High-Activity,United Kingdom,36,5,2978.59,1760,207,595.72,352.0,494
16013,2,Recent High-Activity,United Kingdom,4,84,56078.44,25520,54,667.6,303.81,728
16014,2,Recent High-Activity,United Kingdom,38,5,1100.28,462,219,220.06,92.4,640
16015,1,Developing / Moderate,United Kingdom,4,3,704.55,907,146,234.85,302.33,46
16016,2,Recent High-Activity,United Kingdom,4,11,2083.4,881,181,189.4,80.09,399
16017,2,Recent High-Activity,United Kingdom,48,5,1545.58,635,99,309.12,127.0,656
16018,1,Developing / Moderate,United Kingdom,40,4,698.13,503,48,174.53,125.75,693
16019,2,Recent High-Activity,United Kingdom,47,27,17329.16,6959,256,641.82,257.74,679
16020,1,Developing / Moderate,United Kingdom,17,3,851.01,487,42,283.67,162.33,49
16021,1,Developing / Moderate,United Kingdom,396,2,487.03,276,117,243.51,138.0,149
16022,0,Inactive Low-Activity,United Kingdom,261,1,602.63,255,68,602.63,255.0,0
16023,1,Developing / Moderate,United Kingdom,47,3,719.81,358,90,239.94,119.33,220
16024,1,Developing / Moderate,United Kingdom,13,3,483.99,504,78,161.33,168.0,399
16025,1,Developing / Moderate,United Kingdom,30,1,439.66,338,28,439.66,338.0,0
16026,0,Inactive Low-Activity,United Kingdom,44,1,236.09,243,30,236.09,243.0,0
16027,2,Recent High-Activity,United Kingdom,92,15,2048.36,2099,20,136.56,139.93,609
16028,0,Inactive Low-Activity,United Kingdom,596,1,82.2,18,5,82.2,18.0,0
16029,2,Recent High-Activity,United Kingdom,39,107,117763.62,54450,57,1100.59,508.88,693
16030,0,Inactive Low-Activity,United Kingdom,310,1,331.24,283,28,331.24,283.0,0
16031,1,Developing / Moderate,United Kingdom,93,2,547.9,421,91,273.95,210.5,155
16032,1,Developing / Moderate,United Kingdom,457,6,1965.72,1467,130,327.62,244.5,67
16033,2,Recent High-Activity,United Kingdom,6,27,10608.81,4200,605,392.92,155.56,480
16034,1,Developing / Moderate,United Kingdom,197,6,911.32,585,43,151.89,97.5,213
16035,0,Inactive Low-Activity,United Kingdom,561,1,217.73,33,21,217.73,33.0,0
16036,2,Recent High-Activity,United Kingdom,88,4,2556.84,1369,120,639.21,342.25,533
16037,1,Developing / Moderate,United Kingdom,270,5,1509.34,766,62,301.87,153.2,379
16038,1,Developing / Moderate,United Kingdom,8,3,471.78,244,24,157.26,81.33,194
16039,0,Inactive Low-Activity,United Kingdom,424,2,456.4,409,27,228.2,204.5,205
16040,2,Recent High-Activity,United Kingdom,66,7,2416.9,1185,95,345.27,169.29,544
16041,1,Developing / Moderate,United Kingdom,31,3,3166.4,1584,6,1055.47,528.0,111
16042,2,Recent High-Activity,United Kingdom,23,8,2245.32,1430,88,280.67,178.75,431
16043,1,Developing / Moderate,United Kingdom,38,8,1856.59,1011,56,232.07,126.38,444
16044,0,Inactive Low-Activity,United Kingdom,436,1,340.84,170,19,340.84,170.0,0
16045,2,Recent High-Activity,United Kingdom,120,8,3434.93,2108,111,429.37,263.5,379
16046,0,Inactive Low-Activity,United Kingdom,563,1,235.78,248,22,235.78,248.0,0
16047,0,Inactive Low-Activity,EIRE,683,1,107.14,1,1,107.14,1.0,0
16048,1,Developing / Moderate,United Kingdom,374,4,818.79,425,30,204.7,106.25,176
16049,2,Recent High-Activity,United Kingdom,41,6,1852.15,1132,383,308.69,188.67,476
16050,1,Developing / Moderate,United Kingdom,174,3,300.7,388,19,100.23,129.33,228
16051,0,Inactive Low-Activity,United Kingdom,682,1,188.44,80,12,188.44,80.0,0
16052,1,Developing / Moderate,United Kingdom,55,1,362.06,282,34,362.06,282.0,0
16053,2,Recent High-Activity,United Kingdom,33,6,3634.84,3067,169,605.81,511.17,578
16054,1,Developing / Moderate,United Kingdom,146,4,2111.88,791,109,527.97,197.75,472
16055,0,Inactive Low-Activity,United Kingdom,221,1,134.8,22,8,134.8,22.0,0
16056,1,Developing / Moderate,United Kingdom,46,1,650.75,345,66,650.75,345.0,0
16057,2,Recent High-Activity,United Kingdom,17,10,3854.85,1691,175,385.49,169.1,685
16058,0,Inactive Low-Activity,United Kingdom,407,1,62.7,18,2,62.7,18.0,0
16059,2,Recent High-Activity,United Kingdom,66,12,3053.57,1431,233,254.46,119.25,504
16060,0,Inactive Low-Activity,United Kingdom,401,3,541.95,243,22,180.65,81.0,94
16061,0,Inactive Low-Activity,United Kingdom,432,1,89.65,19,3,89.65,19.0,0
16062,2,Recent High-Activity,United Kingdom,10,8,2863.45,2035,134,357.93,254.38,527
16063,0,Inactive Low-Activity,United Kingdom,261,1,335.32,262,23,335.32,262.0,0
16064,0,Inactive Low-Activity,United Kingdom,726,1,109.31,55,17,109.31,55.0,0
16065,1,Developing / Moderate,United Kingdom,366,8,1992.13,1207,214,249.02,150.88,98
16066,1,Developing / Moderate,United Kingdom,17,5,1521.04,935,77,304.21,187.0,108
16067,1,Developing / Moderate,United Kingdom,563,3,3269.11,1236,60,1089.7,412.0,113
16068,0,Inactive Low-Activity,United Kingdom,594,1,115.73,48,34,115.73,48.0,0
16069,0,Inactive Low-Activity,United Kingdom,418,1,457.7,138,25,457.7,138.0,0
16070,1,Developing / Moderate,United Kingdom,23,2,852.15,457,32,426.07,228.5,10
16071,1,Developing / Moderate,United Kingdom,45,4,1076.8,697,62,269.2,174.25,611
16072,1,Developing / Moderate,United Kingdom,289,4,4180.09,1580,414,1045.02,395.0,261
16073,0,Inactive Low-Activity,United Kingdom,298,1,122.4,48,1,122.4,48.0,0
16074,0,Inactive Low-Activity,United Kingdom,391,1,252.5,38,23,252.5,38.0,0
16075,0,Inactive Low-Activity,United Kingdom,503,2,736.93,271,41,368.47,135.5,62
16076,1,Developing / Moderate,United Kingdom,4,10,2234.73,1435,71,223.47,143.5,205
16077,0,Inactive Low-Activity,United Kingdom,626,1,2300.4,840,8,2300.4,840.0,0
16078,1,Developing / Moderate,United Kingdom,284,2,362.99,200,39,181.5,100.0,386
16079,1,Developing / Moderate,United Kingdom,17,3,1352.0,864,18,450.67,288.0,24
16080,1,Developing / Moderate,United Kingdom,82,4,602.56,298,29,150.64,74.5,369
16081,2,Recent High-Activity,United Kingdom,57,8,4278.96,2177,235,534.87,272.12,618
16082,0,Inactive Low-Activity,United Kingdom,671,1,106.75,39,16,106.75,39.0,0
16083,1,Developing / Moderate,United Kingdom,101,4,2351.42,1514,61,587.86,378.5,288
16084,0,Inactive Low-Activity,United Kingdom,300,1,436.18,216,38,436.18,216.0,0
16085,2,Recent High-Activity,United Kingdom,24,12,2341.03,1382,259,195.09,115.17,665
16086,2,Recent High-Activity,United Kingdom,60,10,2687.73,1450,66,268.77,145.0,678
16087,1,Developing / Moderate,United Kingdom,390,5,1739.92,664,6,347.98,132.8,300
16088,0,Inactive Low-Activity,United Kingdom,576,2,1437.43,373,3,718.72,186.5,16
16089,0,Inactive Low-Activity,United Kingdom,387,2,263.49,119,42,131.75,59.5,123
16090,0,Inactive Low-Activity,United Kingdom,625,1,180.56,58,18,180.56,58.0,0
16091,0,Inactive Low-Activity,United Kingdom,155,2,315.06,154,16,157.53,77.0,44
16092,1,Developing / Moderate,United Kingdom,115,6,1587.94,1188,60,264.66,198.0,465
16093,0,Inactive Low-Activity,United Kingdom,107,1,17.0,20,1,17.0,20.0,0
16094,2,Recent High-Activity,United Kingdom,12,11,3695.56,2020,101,335.96,183.64,591
16095,0,Inactive Low-Activity,United Kingdom,457,1,447.05,265,30,447.05,265.0,0
16096,1,Developing / Moderate,United Kingdom,265,4,1584.97,700,58,396.24,175.0,381
16097,0,Inactive Low-Activity,United Kingdom,241,1,185.05,87,10,185.05,87.0,0
16098,2,Recent High-Activity,United Kingdom,88,14,4010.7,2008,83,286.48,143.43,637
16099,2,Recent High-Activity,United Kingdom,51,7,1573.2,960,44,224.74,137.14,596
16100,0,Inactive Low-Activity,United Kingdom,463,1,582.64,438,37,582.64,438.0,0
16101,2,Recent High-Activity,United Kingdom,71,4,3229.16,1844,153,807.29,461.0,491
16102,1,Developing / Moderate,United Kingdom,43,3,1842.14,942,41,614.05,314.0,86
16103,2,Recent High-Activity,United Kingdom,8,22,6191.71,2639,111,281.44,119.95,693
16104,2,Recent High-Activity,United Kingdom,62,9,2774.46,1047,187,308.27,116.33,672
16105,1,Developing / Moderate,United Kingdom,249,5,2386.19,2125,92,477.24,425.0,356
16106,0,Inactive Low-Activity,United Kingdom,66,1,108.38,74,6,108.38,74.0,0
16107,1,Developing / Moderate,United Kingdom,18,7,3204.16,1176,16,457.74,168.0,166
16108,2,Recent High-Activity,United Kingdom,85,4,2235.92,1473,124,558.98,368.25,547
16109,1,Developing / Moderate,United Kingdom,219,3,939.48,1092,30,313.16,364.0,480
16110,2,Recent High-Activity,United Kingdom,46,4,1781.59,880,343,445.4,220.0,477
16111,0,Inactive Low-Activity,United Kingdom,429,1,549.33,233,72,549.33,233.0,0
