CustomerID,Country,Recency,Frequency,MonetaryValue,TotalItems,UniqueProducts,AverageOrderValue,AverageItemsPerOrder,CustomerLifetimeDays
15689,United Kingdom,120,3,521.03,207,20,173.68,69.00,498
15690,United Kingdom,5,2,239.76,408,19,119.88,204.00,96
15691,United Kingdom,253,4,571.30,212,12,142.82,53.00,481
15692,United Kingdom,29,1,191.04,138,12,191.04,138.00,0
15693,United Kingdom,660,1,37.50,30,1,37.50,30.00,0
15694,United Kingdom,1,24,9978.48,2467,55,415.77,102.79,732
15695,United Kingdom,267,4,1131.04,484,55,282.76,121.00,415
15696,United Kingdom,34,13,3881.22,1386,163,298.56,106.62,651
15697,United Kingdom,690,1,246.75,127,14,246.75,127.00,0
15698,United Kingdom,625,1,46.20,60,2,46.20,60.00,0
15699,United Kingdom,18,1,309.65,113,18,309.65,113.00,0
15700,United Kingdom,173,2,696.68,357,85,348.34,178.50,1
15701,United Kingdom,3,4,1529.00,912,193,382.25,228.00,108
15702,Nigeria,477,2,140.39,103,30,70.20,51.50,206
15703,United Kingdom,265,1,211.50,66,5,211.50,66.00,0
15704,United Kingdom,141,6,3734.66,1709,129,622.44,284.83,443
15705,United Kingdom,202,1,143.10,62,6,143.10,62.00,0
15706,United Kingdom,64,4,1060.56,321,50,265.14,80.25,53
15707,United Kingdom,36,4,916.98,594,126,229.25,148.50,51
15708,United Kingdom,41,9,3887.15,1465,135,431.91,162.78,385
15709,United Kingdom,284,2,327.85,169,26,163.93,84.50,306
15710,United Kingdom,418,1,898.87,641,110,898.87,641.00,0
15711,United Kingdom,557,2,420.25,199,25,210.12,99.50,128
15712,United Kingdom,10,12,3472.41,1277,86,289.37,106.42,729
15713,United Kingdom,144,4,839.64,451,48,209.91,112.75,580
15714,United Kingdom,12,5,783.96,361,45,156.79,72.20,544
15715,United Kingdom,556,5,658.02,246,33,131.60,49.20,64
15716,United Kingdom,146,11,2485.26,1379,188,225.93,125.36,587
15717,United Kingdom,235,5,607.00,224,17,121.40,44.80,358
15718,United Kingdom,541,1,293.79,95,18,293.79,95.00,0
15719,United Kingdom,33,31,10195.97,5356,449,328.90,172.77,706
15720,United Kingdom,25,2,739.22,327,152,369.61,163.50,526
15721,United Kingdom,12,1,471.40,388,80,471.40,388.00,0
15722,United Kingdom,36,11,5234.00,2279,91,475.82,207.18,605
15723,United Kingdom,365,4,930.70,427,108,232.68,106.75,210
15724,United Kingdom,202,3,310.85,117,17,103.62,39.00,199
15725,United Kingdom,16,1,415.25,221,32,415.25,221.00,0
15726,United Kingdom,391,1,321.91,123,23,321.91,123.00,0
15727,United Kingdom,17,15,9371.71,5908,426,624.78,393.87,668
15728,United Kingdom,380,2,544.60,132,10,272.30,66.00,65
15729,United Kingdom,213,3,192.55,47,10,64.18,15.67,191
15730,United Kingdom,66,5,1726.58,1061,102,345.32,212.20,366
15731,United Kingdom,554,1,125.30,122,8,125.30,122.00,0
15732,United Kingdom,213,10,1543.97,1264,53,154.40,126.40,461
15733,United Kingdom,283,1,162.30,62,10,162.30,62.00,0
15734,United Kingdom,115,4,2263.30,516,36,565.83,129.00,433
15735,United Kingdom,422,1,327.68,206,19,327.68,206.00,0
15736,United Kingdom,436,2,1767.12,1208,95,883.56,604.00,0
15737,United Kingdom,15,8,1188.12,597,60,148.52,74.62,228
15738,United Kingdom,19,41,13043.32,9030,70,318.13,220.24,711
15739,United Kingdom,67,1,449.12,472,8,449.12,472.00,0
15740,United Kingdom,50,1,154.88,152,9,154.88,152.00,0
15741,United Kingdom,459,2,208.62,70,11,104.31,35.00,160
15742,United Kingdom,620,1,156.87,51,41,156.87,51.00,0
15743,United Kingdom,17,4,775.96,214,59,193.99,53.50,168
15744,United Kingdom,78,1,34.80,120,3,34.80,120.00,0
15745,United Kingdom,20,4,1094.59,421,57,273.65,105.25,217
15746,United Kingdom,135,1,196.88,178,28,196.88,178.00,0
15747,United Kingdom,13,9,2499.81,1344,116,277.76,149.33,678
15748,United Kingdom,41,3,609.81,261,34,203.27,87.00,409
15749,United Kingdom,236,3,44534.30,18028,5,14844.77,6009.33,97
15750,United Kingdom,3,18,6452.99,4281,389,358.50,237.83,736
15751,United Kingdom,461,11,1380.44,443,90,125.49,40.27,273
15752,United Kingdom,40,9,3924.91,2792,359,436.10,310.22,418
15753,United Kingdom,305,1,79.20,144,1,79.20,144.00,0
15754,United Kingdom,52,9,3037.61,1762,114,337.51,195.78,604
15755,United Kingdom,11,17,5993.12,4034,281,352.54,237.29,725
15756,United Kingdom,62,4,528.01,241,160,132.00,60.25,188
15757,United Kingdom,66,6,2940.36,1757,162,490.06,292.83,482
15758,United Kingdom,25,1,205.25,47,9,205.25,47.00,0
15759,United Kingdom,219,7,830.93,523,10,118.70,74.71,519
15760,Norway,631,2,13916.34,2,1,6958.17,1.00,0
15761,United Kingdom,443,1,143.05,31,5,143.05,31.00,0
15762,United Kingdom,66,2,583.75,251,37,291.88,125.50,12
15763,United Kingdom,32,2,1086.92,271,58,543.46,135.50,46
15764,United Kingdom,89,8,4503.08,2945,187,562.88,368.12,390
15765,United Kingdom,667,1,370.63,335,25,370.63,335.00,0
15766,United Kingdom,65,3,831.06,334,21,277.02,111.33,618
15768,United Kingdom,116,34,15308.89,4215,437,450.26,123.97,621
15769,United Kingdom,8,46,88612.52,49068,26,1926.36,1066.70,721
15770,United Kingdom,613,1,321.45,67,18,321.45,67.00,0
15771,United Kingdom,605,3,1006.54,512,26,335.51,170.67,89
15772,United Kingdom,419,1,280.88,110,16,280.88,110.00,0
15773,United Kingdom,6,2,774.52,410,46,387.26,205.00,404
15774,United Kingdom,69,6,1288.34,465,88,214.72,77.50,588
15775,United Kingdom,246,2,150.50,260,9,75.25,130.00,386
15776,United Kingdom,134,1,241.62,138,18,241.62,138.00,0
15777,United Kingdom,242,7,1762.61,599,29,251.80,85.57,327
15778,United Kingdom,432,1,307.95,101,17,307.95,101.00,0
15779,United Kingdom,464,2,124.08,20,8,62.04,10.00,69
15780,United Kingdom,184,3,475.28,220,26,158.43,73.33,174
15781,United Kingdom,26,3,345.46,180,20,115.15,60.00,280
15782,United Kingdom,10,4,4014.10,1844,51,1003.52,461.00,421
15783,United Kingdom,11,1,246.30,212,14,246.30,212.00,0
15784,United Kingdom,468,2,848.33,381,33,424.16,190.50,205
15785,United Kingdom,33,16,5969.93,4479,102,373.12,279.94,692
15786,United Kingdom,47,5,8501.62,5957,358,1700.32,1191.40,490
15787,United Kingdom,27,3,933.26,534,156,311.09,178.00,35
15788,United Kingdom,509,1,221.83,115,14,221.83,115.00,0
15789,United Kingdom,359,6,1962.01,2499,110,327.00,416.50,265
15790,United Kingdom,11,1,218.75,113,34,218.75,113.00,0
15791,United Kingdom,44,5,3608.34,1970,121,721.67,394.00,598
15792,United Kingdom,400,2,933.84,606,57,466.92,303.00,219
15793,United Kingdom,15,8,2399.57,1685,12,299.95,210.62,724
15794,United Kingdom,737,2,777.00,288,15,388.50,144.00,1
15795,United Kingdom,150,8,1979.87,1411,111,247.48,176.38,541
15796,United Kingdom,2,17,5171.63,1733,138,304.21,101.94,617
15797,United Kingdom,114,6,2821.08,1281,12,470.18,213.50,568
15798,United Kingdom,493,3,1535.37,915,73,511.79,305.00,189
15799,United Kingdom,76,4,1421.34,1341,143,355.33,335.25,343
15800,United Kingdom,108,7,1227.07,575,198,175.30,82.14,511
15801,United Kingdom,47,3,1063.95,570,61,354.65,190.00,63
15802,United Kingdom,143,1,451.42,1,1,451.42,1.00,0
15803,United Kingdom,52,4,1929.66,1030,48,482.42,257.50,625
15804,United Kingdom,1,13,4206.39,2565,170,323.57,197.31,198
15805,United Kingdom,24,30,10148.93,6205,337,338.30,206.83,706
15806,United Kingdom,47,3,784.58,602,24,261.53,200.67,230
15807,United Kingdom,51,5,1817.52,1532,85,363.50,306.40,616
15808,United Kingdom,307,21,17180.25,6753,348,818.11,321.57,432
15809,United Kingdom,37,7,1274.44,700,51,182.06,100.00,499
15810,United Kingdom,79,8,2999.04,1653,89,374.88,206.62,595
15811,United Kingdom,23,7,3486.15,1781,205,498.02,254.43,366
15812,United Kingdom,108,12,5201.47,3450,87,433.46,287.50,617
15813,United Kingdom,208,2,1303.91,603,40,651.95,301.50,32
15814,United Kingdom,17,6,2634.44,1728,83,439.07,288.00,587
15815,United Kingdom,64,5,2100.60,1856,33,420.12,371.20,196
15816,United Kingdom,543,2,144.15,54,11,72.07,27.00,0
15817,United Kingdom,421,3,2766.40,1596,133,922.13,532.00,123
15818,United Kingdom,589,1,340.50,284,11,340.50,284.00,0
15819,United Kingdom,50,10,3934.79,2928,182,393.48,292.80,582
15820,United Kingdom,320,1,206.98,128,17,206.98,128.00,0
15821,United Kingdom,45,2,570.96,202,57,285.48,101.00,17
15822,United Kingdom,4,6,1840.06,950,46,306.68,158.33,730
15823,United Kingdom,373,3,3882.17,1774,155,1294.06,591.33,359
15824,United Kingdom,454,2,890.94,478,24,445.47,239.00,79
15825,United Kingdom,173,1,532.94,220,20,532.94,220.00,0
15826,United Kingdom,57,4,2598.28,1824,100,649.57,456.00,512
15827,United Kingdom,74,28,3603.14,1715,124,128.68,61.25,627
15828,United Kingdom,376,1,1108.82,367,74,1108.82,367.00,0
15829,United Kingdom,100,2,636.14,996,44,318.07,498.00,41
15830,United Kingdom,38,1,576.00,415,39,576.00,415.00,0
15831,United Kingdom,59,3,794.64,1092,63,264.88,364.00,266
15832,United Kingdom,255,1,836.79,465,54,836.79,465.00,0
15833,United Kingdom,738,1,80.40,24,5,80.40,24.00,0
15834,United Kingdom,71,7,3764.39,1815,333,537.77,259.29,354
15835,United Kingdom,45,4,954.09,439,47,238.52,109.75,286
15836,United Kingdom,51,1,137.37,26,10,137.37,26.00,0
15837,United Kingdom,65,2,777.01,405,52,388.50,202.50,421
15838,United Kingdom,12,34,73205.50,64114,61,2153.10,1885.71,713
15839,United Kingdom,34,3,1048.49,675,56,349.50,225.00,115
15840,United Kingdom,59,2,355.56,396,26,177.78,198.00,114
15841,United Kingdom,73,9,2742.41,2391,60,304.71,265.67,657
15842,United Kingdom,394,2,548.80,296,24,274.40,148.00,134
15843,United Kingdom,304,1,118.95,27,8,118.95,27.00,0
15844,United Kingdom,47,1,130.74,134,11,130.74,134.00,0
15845,United Kingdom,18,11,4426.28,2128,129,402.39,193.45,665
15846,United Kingdom,386,1,107.01,79,27,107.01,79.00,0
15847,United Kingdom,39,5,822.57,643,39,164.51,128.60,603
15848,United Kingdom,622,1,137.99,45,34,137.99,45.00,0
15850,United Kingdom,20,6,1006.75,1334,269,167.79,222.33,707
15851,United Kingdom,527,1,109.73,67,8,109.73,67.00,0
15852,United Kingdom,187,3,257.26,60,31,85.75,20.00,340
15853,United Kingdom,52,1,110.80,135,29,110.80,135.00,0
15854,United Kingdom,5,21,5578.28,1691,168,265.63,80.52,725
15855,United Kingdom,137,6,1052.72,712,72,175.45,118.67,340
15856,United Kingdom,5,52,32275.95,19550,384,620.69,375.96,732
15857,United Kingdom,19,2,570.48,584,21,285.24,292.00,412
15858,United Kingdom,16,13,3552.41,2715,273,273.26,208.85,714
15859,United Kingdom,433,1,438.46,174,22,438.46,174.00,0
15860,United Kingdom,41,17,2361.30,1259,249,138.90,74.06,693
15861,United Kingdom,13,12,4369.20,3837,452,364.10,319.75,668
15862,United Kingdom,9,13,2512.29,1520,417,193.25,116.92,714
15863,United Kingdom,26,5,355.10,162,74,71.02,32.40,697
15864,United Kingdom,23,7,2180.76,1486,18,311.54,212.29,359
15865,United Kingdom,41,5,2241.42,1141,119,448.28,228.20,663
15866,United Kingdom,102,1,211.89,124,43,211.89,124.00,0
15867,United Kingdom,6,31,8923.30,5067,547,287.85,163.45,720
15868,United Kingdom,584,1,94.53,57,4,94.53,57.00,0
15869,United Kingdom,278,3,321.11,273,29,107.04,91.00,349
15870,United Kingdom,33,4,857.46,504,127,214.37,126.00,414
15871,United Kingdom,438,1,33.10,5,5,33.10,5.00,0
15872,United Kingdom,15,4,729.25,467,164,182.31,116.75,536
15873,United Kingdom,500,4,313.92,1152,3,78.48,288.00,1
15874,United Kingdom,64,21,11284.76,5102,262,537.37,242.95,638
15875,United Kingdom,647,1,108.52,74,18,108.52,74.00,0
15876,United Kingdom,410,2,1449.14,886,11,724.57,443.00,39
15877,United Kingdom,2,2,490.33,368,122,245.16,184.00,16
15878,United Kingdom,562,2,330.77,243,47,165.38,121.50,172
15879,United Kingdom,405,4,1137.80,639,171,284.45,159.75,318
15880,United Kingdom,370,1,329.03,202,95,329.03,202.00,0
15881,United Kingdom,313,5,501.39,260,26,100.28,52.00,52
15882,United Kingdom,199,8,1124.66,650,49,140.58,81.25,531
15883,United Kingdom,3,2,396.48,223,42,198.24,111.50,31
15884,United Kingdom,433,2,244.60,152,14,122.30,76.00,304
15885,United Kingdom,93,15,1951.82,622,83,130.12,41.47,595
15886,United Kingdom,61,4,1052.87,667,58,263.22,166.75,538
15887,United Kingdom,407,3,1027.15,605,27,342.38,201.67,149
15888,United Kingdom,81,3,429.16,139,33,143.05,46.33,446
15889,United Kingdom,157,8,1427.60,800,256,178.45,100.00,573
15890,United Kingdom,395,5,535.65,119,10,107.13,23.80,210
15891,United Kingdom,227,1,511.68,418,60,511.68,418.00,0
15892,United Kingdom,670,1,128.20,46,38,128.20,46.00,0
15893,United Kingdom,482,1,305.28,288,1,305.28,288.00,0
15894,United Kingdom,254,2,258.25,164,35,129.12,82.00,116
15895,United Kingdom,150,1,179.17,94,11,179.17,94.00,0
15897,United Kingdom,195,2,208.59,223,17,104.30,111.50,0
15898,United Kingdom,2,25,4996.45,2160,281,199.86,86.40,727
15899,United Kingdom,369,1,56.25,39,4,56.25,39.00,0
15900,United Kingdom,24,4,886.57,656,100,221.64,164.00,539
15901,United Kingdom,17,7,687.72,695,145,98.25,99.29,527
15902,United Kingdom,381,1,145.01,124,18,145.01,124.00,0
15903,United Kingdom,10,12,8939.84,3926,58,744.99,327.17,685
15904,United Kingdom,9,1,164.68,84,30,164.68,84.00,0
15905,United Kingdom,544,1,114.69,82,22,114.69,82.00,0
15906,United Kingdom,20,10,2530.19,749,143,253.02,74.90,431
15907,United Kingdom,4,3,882.72,478,175,294.24,159.33,207
15908,United Kingdom,491,2,758.62,173,37,379.31,86.50,22
15909,United Kingdom,174,1,191.94,98,7,191.94,98.00,0
15910,United Kingdom,1,15,2661.17,2158,394,177.41,143.87,687
15911,United Kingdom,624,8,1700.24,810,162,212.53,101.25,107
15912,United Kingdom,179,9,1074.70,759,83,119.41,84.33,551
15913,United Kingdom,535,1,6.30,3,1,6.30,3.00,0
15914,United Kingdom,379,2,205.99,149,13,103.00,74.50,0
15915,United Kingdom,402,1,364.45,414,105,364.45,414.00,0
15916,United Kingdom,17,13,3145.24,1618,227,241.94,124.46,713
15917,United Kingdom,248,5,530.17,248,127,106.03,49.60,490
15918,United Kingdom,191,3,582.88,240,49,194.29,80.00,441
15919,United Kingdom,20,2,525.69,385,103,262.85,192.50,349
15920,United Kingdom,155,9,569.14,238,93,63.24,26.44,571
15921,United Kingdom,173,4,775.26,335,69,193.81,83.75,468
15922,United Kingdom,374,1,369.50,138,11,369.50,138.00,0
15923,United Kingdom,373,1,127.08,122,21,127.08,122.00,0
15924,United Kingdom,732,1,102.82,103,14,102.82,103.00,0
15925,United Kingdom,195,1,207.15,93,12,207.15,93.00,0
15926,United Kingdom,543,1,134.44,155,7,134.44,155.00,0
15927,United Kingdom,648,1,106.54,66,13,106.54,66.00,0
15928,United Kingdom,657,1,293.53,164,11,293.53,164.00,0
15929,United Kingdom,645,1,594.00,120,1,594.00,120.00,0
15930,United Kingdom,68,1,426.63,139,21,426.63,139.00,0
15931,United Kingdom,429,1,239.90,118,14,239.90,118.00,0
15932,United Kingdom,5,8,2495.87,2325,93,311.98,290.62,285
15933,United Kingdom,22,3,1107.46,885,63,369.15,295.00,65
15934,United Kingdom,418,2,2190.66,2166,29,1095.33,1083.00,12
15935,United Kingdom,240,2,416.86,115,12,208.43,57.50,2
15936,United Kingdom,380,2,282.79,211,16,141.40,105.50,88
15937,United Kingdom,65,1,145.35,73,7,145.35,73.00,0
15938,United Kingdom,113,9,734.81,449,27,81.65,49.89,444
15939,United Kingdom,90,16,9060.39,6260,52,566.27,391.25,285
15940,United Kingdom,312,1,35.80,4,1,35.80,4.00,0
15941,United Kingdom,638,1,405.00,60,6,405.00,60.00,0
15942,United Kingdom,134,1,337.44,232,14,337.44,232.00,0
15943,United Kingdom,650,2,271.29,183,12,135.64,91.50,28
15944,United Kingdom,277,4,2164.24,859,25,541.06,214.75,450
15945,United Kingdom,366,4,646.27,345,24,161.57,86.25,373
15946,United Kingdom,503,3,2304.18,1614,25,768.06,538.00,131
15947,United Kingdom,83,1,1708.24,898,29,1708.24,898.00,0
15948,United Kingdom,9,3,1509.09,852,63,503.03,284.00,416
15949,United Kingdom,17,2,364.72,284,12,182.36,142.00,55
15950,United Kingdom,32,10,7120.91,3354,225,712.09,335.40,651
15951,United Kingdom,9,3,1013.17,420,44,337.72,140.00,373
15952,United Kingdom,34,4,781.91,391,65,195.48,97.75,192
15953,United Kingdom,16,18,3440.34,1741,102,191.13,96.72,721
15954,United Kingdom,590,1,190.75,119,20,190.75,119.00,0
15955,United Kingdom,25,22,8085.98,3967,222,367.54,180.32,630
15956,United Kingdom,552,2,617.60,278,18,308.80,139.00,175
15957,United Kingdom,32,3,921.25,453,121,307.08,151.00,389
15958,United Kingdom,75,4,462.12,154,50,115.53,38.50,476
15959,United Kingdom,683,3,542.89,269,58,180.96,89.67,0
15960,United Kingdom,375,4,410.95,258,24,102.74,64.50,61
15961,United Kingdom,380,1,451.29,154,42,451.29,154.00,0
15962,United Kingdom,450,1,289.48,228,43,289.48,228.00,0
15963,United Kingdom,20,2,470.76,298,26,235.38,149.00,26
15964,United Kingdom,664,1,269.21,93,20,269.21,93.00,0
15965,United Kingdom,18,13,2771.94,1313,202,213.23,101.00,719
15966,United Kingdom,451,1,426.53,275,27,426.53,275.00,0
15967,United Kingdom,24,12,2966.00,1183,316,247.17,98.58,715
15968,United Kingdom,389,1,404.55,247,70,404.55,247.00,0
15969,United Kingdom,3,5,1127.05,223,31,225.41,44.60,520
15970,United Kingdom,304,2,1017.32,498,19,508.66,249.00,295
15971,United Kingdom,18,18,5902.83,2251,12,327.94,125.06,714
15972,United Kingdom,457,5,1769.33,468,104,353.87,93.60,144
15973,United Kingdom,367,3,680.62,195,8,226.87,65.00,63
15974,United Kingdom,40,7,3442.15,2262,141,491.74,323.14,249
15975,United Kingdom,85,1,371.01,243,24,371.01,243.00,0
15976,United Kingdom,166,6,1694.41,1053,265,282.40,175.50,386
15977,United Kingdom,18,2,1054.73,1016,48,527.37,508.00,22
15978,United Kingdom,78,3,3279.42,2444,107,1093.14,814.67,567
15979,United Kingdom,603,1,329.22,450,22,329.22,450.00,0
15980,United Kingdom,89,7,6543.68,4822,101,934.81,688.86,468
15981,United Kingdom,25,21,9362.77,4827,151,445.85,229.86,596
15982,United Kingdom,606,1,324.51,131,45,324.51,131.00,0
15983,United Kingdom,23,8,3110.37,1872,137,388.80,234.00,711
15984,United Kingdom,3,30,8393.02,5730,458,279.77,191.00,736
15985,United Kingdom,124,7,2715.28,2750,50,387.90,392.86,438
15986,United Kingdom,31,2,354.42,368,25,177.21,184.00,351
15987,United Kingdom,13,8,1535.99,1599,143,192.00,199.88,367
15988,United Kingdom,20,3,738.89,476,114,246.30,158.67,637
15989,United Kingdom,376,2,368.31,169,81,184.16,84.50,362
15990,United Kingdom,45,7,1997.75,1086,117,285.39,155.14,605
15991,United Kingdom,535,1,150.55,41,6,150.55,41.00,0
15992,United Kingdom,4,3,896.60,514,53,298.87,171.33,450
15993,United Kingdom,9,7,2777.67,2037,335,396.81,291.00,36
15994,United Kingdom,55,3,1175.68,462,93,391.89,154.00,581
15995,United Kingdom,415,1,694.54,352,108,694.54,352.00,0
15996,United Kingdom,89,7,1386.40,643,140,198.06,91.86,309
15998,United Kingdom,37,16,8274.14,5350,682,517.13,334.38,702
15999,United Kingdom,736,1,20.40,24,1,20.40,24.00,0
16000,United Kingdom,3,3,12393.70,5110,9,4131.23,1703.33,0
16001,United Kingdom,382,1,583.39,337,29,583.39,337.00,0
16002,United Kingdom,626,1,169.21,70,42,169.21,70.00,0
16003,United Kingdom,30,10,5613.83,2210,146,561.38,221.00,707
16004,United Kingdom,475,5,2146.39,1076,63,429.28,215.20,209
16005,United Kingdom,13,10,2365.49,1269,315,236.55,126.90,438
16006,United Kingdom,212,2,332.82,205,75,166.41,102.50,176
16007,United Kingdom,48,7,3053.06,2631,337,436.15,375.86,496
16008,United Kingdom,24,15,5339.13,3237,63,355.94,215.80,607
16009,United Kingdom,23,4,972.11,366,68,243.03,91.50,137
16010,United Kingdom,246,11,1694.86,919,122,154.08,83.55,166
16011,United Kingdom,9,29,5601.01,3323,181,193.14,114.59,730
16012,United Kingdom,36,5,2978.59,1760,207,595.72,352.00,494
16013,United Kingdom,4,84,56078.44,25520,54,667.60,303.81,728
16014,United Kingdom,38,5,1100.28,462,219,220.06,92.40,640
16015,United Kingdom,4,3,704.55,907,146,234.85,302.33,46
16016,United Kingdom,4,11,2083.40,881,181,189.40,80.09,399
16017,United Kingdom,48,5,1545.58,635,99,309.12,127.00,656
16018,United Kingdom,40,4,698.13,503,48,174.53,125.75,693
16019,United Kingdom,47,27,17329.16,6959,256,641.82,257.74,679
16020,United Kingdom,17,3,851.01,487,42,283.67,162.33,49
16021,United Kingdom,396,2,487.03,276,117,243.51,138.00,149
16022,United Kingdom,261,1,602.63,255,68,602.63,255.00,0
16023,United Kingdom,47,3,719.81,358,90,239.94,119.33,220
16024,United Kingdom,13,3,483.99,504,78,161.33,168.00,399
16025,United Kingdom,30,1,439.66,338,28,439.66,338.00,0
16026,United Kingdom,44,1,236.09,243,30,236.09,243.00,0
16027,United Kingdom,92,15,2048.36,2099,20,136.56,139.93,609
16028,United Kingdom,596,1,82.20,18,5,82.20,18.00,0
16029,United Kingdom,39,107,117763.62,54450,57,1100.59,508.88,693
16030,United Kingdom,310,1,331.24,283,28,331.24,283.00,0
16031,United Kingdom,93,2,547.90,421,91,273.95,210.50,155
16032,United Kingdom,457,6,1965.72,1467,130,327.62,244.50,67
16033,United Kingdom,6,27,10608.81,4200,605,392.92,155.56,480
16034,United Kingdom,197,6,911.32,585,43,151.89,97.50,213
16035,United Kingdom,561,1,217.73,33,21,217.73,33.00,0
16036,United Kingdom,88,4,2556.84,1369,120,639.21,342.25,533
16037,United Kingdom,270,5,1509.34,766,62,301.87,153.20,379
16038,United Kingdom,8,3,471.78,244,24,157.26,81.33,194
16039,United Kingdom,424,2,456.40,409,27,228.20,204.50,205
16040,United Kingdom,66,7,2416.90,1185,95,345.27,169.29,544
16041,United Kingdom,31,3,3166.40,1584,6,1055.47,528.00,111
16042,United Kingdom,23,8,2245.32,1430,88,280.67,178.75,431
16043,United Kingdom,38,8,1856.59,1011,56,232.07,126.38,444
16044,United Kingdom,436,1,340.84,170,19,340.84,170.00,0
16045,United Kingdom,120,8,3434.93,2108,111,429.37,263.50,379
16046,United Kingdom,563,1,235.78,248,22,235.78,248.00,0
16047,EIRE,683,1,107.14,1,1,107.14,1.00,0
16048,United Kingdom,374,4,818.79,425,30,204.70,106.25,176
16049,United Kingdom,41,6,1852.15,1132,383,308.69,188.67,476
16050,United Kingdom,174,3,300.70,388,19,100.23,129.33,228
16051,United Kingdom,682,1,188.44,80,12,188.44,80.00,0
16052,United Kingdom,55,1,362.06,282,34,362.06,282.00,0
16053,United Kingdom,33,6,3634.84,3067,169,605.81,511.17,578
16054,United Kingdom,146,4,2111.88,791,109,527.97,197.75,472
16055,United Kingdom,221,1,134.80,22,8,134.80,22.00,0
16056,United Kingdom,46,1,650.75,345,66,650.75,345.00,0
16057,United Kingdom,17,10,3854.85,1691,175,385.49,169.10,685
16058,United Kingdom,407,1,62.70,18,2,62.70,18.00,0
16059,United Kingdom,66,12,3053.57,1431,233,254.46,119.25,504
16060,United Kingdom,401,3,541.95,243,22,180.65,81.00,94
16061,United Kingdom,432,1,89.65,19,3,89.65,19.00,0
16062,United Kingdom,10,8,2863.45,2035,134,357.93,254.38,527
16063,United Kingdom,261,1,335.32,262,23,335.32,262.00,0
16064,United Kingdom,726,1,109.31,55,17,109.31,55.00,0
16065,United Kingdom,366,8,1992.13,1207,214,249.02,150.88,98
16066,United Kingdom,17,5,1521.04,935,77,304.21,187.00,108
16067,United Kingdom,563,3,3269.11,1236,60,1089.70,412.00,113
16068,United Kingdom,594,1,115.73,48,34,115.73,48.00,0
16069,United Kingdom,418,1,457.70,138,25,457.70,138.00,0
16070,United Kingdom,23,2,852.15,457,32,426.07,228.50,10
16071,United Kingdom,45,4,1076.80,697,62,269.20,174.25,611
16072,United Kingdom,289,4,4180.09,1580,414,1045.02,395.00,261
16073,United Kingdom,298,1,122.40,48,1,122.40,48.00,0
16074,United Kingdom,391,1,252.50,38,23,252.50,38.00,0
16075,United Kingdom,503,2,736.93,271,41,368.47,135.50,62
16076,United Kingdom,4,10,2234.73,1435,71,223.47,143.50,205
16077,United Kingdom,626,1,2300.40,840,8,2300.40,840.00,0
16078,United Kingdom,284,2,362.99,200,39,181.50,100.00,386
16079,United Kingdom,17,3,1352.00,864,18,450.67,288.00,24
16080,United Kingdom,82,4,602.56,298,29,150.64,74.50,369
16081,United Kingdom,57,8,4278.96,2177,235,534.87,272.12,618
16082,United Kingdom,671,1,106.75,39,16,106.75,39.00,0
16083,United Kingdom,101,4,2351.42,1514,61,587.86,378.50,288
16084,United Kingdom,300,1,436.18,216,38,436.18,216.00,0
16085,United Kingdom,24,12,2341.03,1382,259,195.09,115.17,665
16086,United Kingdom,60,10,2687.73,1450,66,268.77,145.00,678
16087,United Kingdom,390,5,1739.92,664,6,347.98,132.80,300
16088,United Kingdom,576,2,1437.43,373,3,718.72,186.50,16
16089,United Kingdom,387,2,263.49,119,42,131.75,59.50,123
16090,United Kingdom,625,1,180.56,58,18,180.56,58.00,0
16091,United Kingdom,155,2,315.06,154,16,157.53,77.00,44
16092,United Kingdom,115,6,1587.94,1188,60,264.66,198.00,465
16093,United Kingdom,107,1,17.00,20,1,17.00,20.00,0
16094,United Kingdom,12,11,3695.56,2020,101,335.96,183.64,591
16095,United Kingdom,457,1,447.05,265,30,447.05,265.00,0
16096,United Kingdom,265,4,1584.97,700,58,396.24,175.00,381
16097,United Kingdom,241,1,185.05,87,10,185.05,87.00,0
16098,United Kingdom,88,14,4010.70,2008,83,286.48,143.43,637
16099,United Kingdom,51,7,1573.20,960,44,224.74,137.14,596
16100,United Kingdom,463,1,582.64,438,37,582.64,438.00,0
16101,United Kingdom,71,4,3229.16,1844,153,807.29,461.00,491
16102,United Kingdom,43,3,1842.14,942,41,614.05,314.00,86
16103,United Kingdom,8,22,6191.71,2639,111,281.44,119.95,693
16104,United Kingdom,62,9,2774.46,1047,187,308.27,116.33,672
16105,United Kingdom,249,5,2386.19,2125,92,477.24,425.00,356
16106,United Kingdom,66,1,108.38,74,6,108.38,74.00,0
16107,United Kingdom,18,7,3204.16,1176,16,457.74,168.00,166
16108,United Kingdom,85,4,2235.92,1473,124,558.98,368.25,547
16109,United Kingdom,219,3,939.48,1092,30,313.16,364.00,480
16110,United Kingdom,46,4,1781.59,880,343,445.40,220.00,477
16111,United Kingdom,429,1,549.33,233,72,549.33,233.00,0
16112,United Kingdom,144,4,195.74,574,15,48.93,143.50,195
16113,United Kingdom,184,1,161.38,176,30,161.38,176.00,0
16114,United Kingdom,171,1,135.75,43,8,135.75,43.00,0
16115,United Kingdom,10,12,2553.80,1589,230,212.82,132.42,565
16116,United Kingdom,212,1,612.78,248,34,612.78,248.00,0
